stepmother,सौतेली_माँ
younger sister,जन्म_के_आदेश
son,पुत्र
mother's brother,not found
father-in-law,ससुर
nephew,भतीजी
father,पिता
grandmother,दादी
niece,भतीजी
daughter-in-law,बहू
granddaughter,पोता
mother's sister,not found
sister,बहन
daughter,बेटी
son-in-law,दामाद
grandson,पोता
brother,भाई
grandfather,दादा
father's sister,चाची
mother,mother
stepfather,सौतेली_माँ
