stepmother,mama_wa_kambo
younger sister,kuzaliwa_ili
son,mtoto
mother's brother,not found
father-in-law,babamkwe
nephew,mpwa
father,baba
grandmother,bibi
niece,mpwa
daughter-in-law,binti_mkwe
granddaughter,mjukuu
mother's sister,not found
sister,dada
older sister,dada mkubwa
daughter,binti
son-in-law,mwana-mkwe
grandson,mjukuu
brother,ndugu
grandfather,babu
father's sister,shangazi
mother,mama
stepfather,mama_wa_kambo
