son,Timoun
mother's brother,not found
father-in-law,not found
nephew,nephew
father,Papa
grandmother,Yaaba
niece,not found
daughter-in-law,not found
mother's sister,not found
sister,Sister
daughter,Timoun
brother,Frè
father's sister,Tant
mother,mother
stepfather,The_Stepfather
