stepmother,Hantervreur
son,Son
mother's brother,not found
father's brother,eontr
father-in-law,not found
nephew,Nizez
stepdaughter,Hantervreur
older brother,not found
father,tad
grandmother,mamm-gozh
niece,Nizez
daughter-in-law,Lezvab
granddaughter,Bugel-bihan
mother's sister,not found
sister,Sister
daughter,merc'h
son-in-law,mab-kaer
grandson,Bugel-bihan
brother,manac'h
grandfather,tad-kozh
father's sister,moereb
mother,mother
stepfather,Hantervreur
