stepmother,stjúkfaðir
son,Son
mother's brother,not found
father-in-law,not found
nephew,nephew
father,faðir
grandmother,omma
niece,not found
daughter-in-law,verdóttir
granddaughter,ommusonur
mother's sister,not found
sister,nunna
daughter,Daughter
son-in-law,versonur
grandson,ommusonur
brother,munkur
grandfather,abbi
father's sister,fastir
mother,mother
stepfather,stjúkfaðir
