stepmother,stepmother
son,Son
mother's brother,not found
father-in-law,missier_fil-liġi
nephew,neputija
father,missier
grandmother,nanna
niece,neputija
daughter-in-law,fil-liġi
granddaughter,neputi
mother's sister,not found
sister,Sister
daughter,Daughter
son-in-law,iben_fil-liġi
grandson,neputi
brother,brother
grandfather,grandad
father's sister,zija
mother,mother
mother-in-law,ibu mertua
stepfather,ayah tiri
stepmother,ibu tiri
