stepmother,kasuema
son,poeg
mother's brother,not found
father-in-law,äi
nephew,vennapoeg
father,isa
grandmother,vanaema
niece,vennatütar
daughter-in-law,minia
granddaughter,lapselaps
mother's sister,not found
sister,õde
daughter,tütar
son-in-law,väimees
grandson,lapselaps
brother,vend
grandfather,vanaisa
father's sister,tädi
mother,ema
stepfather,kasuema
