son-in-law (of a man),'kiya
son-in-law (of a woman),'kiya
younger sister,'miya
father's brother,'a'piku
stepson,'buu-na
mother-in-law (of a man),'aya
mother-in-law (of a woman),'aya
younger brother,'ben-na
daughter-in-law (of a woman),'suya
daughter-in-law (of a man),'suya
mother's sister,'man'guku
mother's brother,'uh'puyu
father's brother,'a'piku
