11,1
12,1
13,1
14,0
15,1
16,1
17,0
18,1
19,0
21,1
22,1
23,1
24,0
25,0
26,1
27,1
28,1
29,1
31,1
32,1
33,1
34,1
35,0
36,1
37,1
38,1
39,1
