11,1
12,1
13,1
14,0
15,0
16,0
17,0
18,0
19,0
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,1
29,0
31,1
32,1
33,1
34,1
35,1
36,1
37,1
38,1
39,1
