language_family,Subfamily,Language name,base_atom_order,rig_b_a_prob
3,Turkic,Shor,1,0.4935892696612557
3,Turkic,Shor,1,0.4866332052593956
3,Turkic,Shor,1,0.450208176458309
3,Turkic,Shor,1,0.4253784383119338
3,Turkic,Shor,1,0.4345122752599003
3,Turkic,Shor,1,0.6320760842561651
3,Turkic,Shor,1,0.6570306897376708
3,Turkic,Shor,1,0.5978388185240718
3,Turkic,Shor,1,0.5887707144521207
3,Turkic,Shor,1,0.5970684715384057
3,Turkic,Shor,1,0.5348762187638342
3,Turkic,Shor,1,0.508191297304782
3,Turkic,Shor,1,0.5354898323998667
3,Turkic,Shor,1,0.6438352442397728
3,Turkic,Shor,1,0.6614724123455965
3,Turkic,Shor,1,0.619293883023428
3,Turkic,Shor,1,0.5827930228718752
3,Turkic,Shor,1,0.6353894571505159
3,Turkic,Shor,1,0.5642326362057082
3,Turkic,Shor,1,0.5341673671186882
3,Turkic,Shor,1,0.5567750958596742
3,Turkic,Southern Uzbek,1,0.6182807906289265
3,Turkic,Southern Uzbek,1,0.635376406873617
3,Turkic,Southern Uzbek,1,0.5415319698490739
3,Turkic,Southern Uzbek,1,0.4935892696612557
3,Turkic,Southern Uzbek,1,0.4866332052593956
3,Turkic,Southern Uzbek,1,0.450208176458309
3,Turkic,Southern Uzbek,1,0.4253784383119338
3,Turkic,Southern Uzbek,1,0.4345122752599003
3,Turkic,Southern Uzbek,1,0.6320760842561651
3,Turkic,Southern Uzbek,1,0.6570306897376708
3,Turkic,Southern Uzbek,1,0.5978388185240718
3,Turkic,Southern Uzbek,1,0.5887707144521207
3,Turkic,Southern Uzbek,1,0.5970684715384057
3,Turkic,Southern Uzbek,1,0.5348762187638342
3,Turkic,Southern Uzbek,1,0.508191297304782
3,Turkic,Southern Uzbek,1,0.5354898323998667
3,Turkic,Southern Uzbek,1,0.6438352442397728
3,Turkic,Southern Uzbek,1,0.6614724123455965
3,Turkic,Southern Uzbek,1,0.619293883023428
3,Turkic,Southern Uzbek,1,0.5827930228718752
3,Turkic,Southern Uzbek,1,0.6353894571505159
3,Turkic,Southern Uzbek,1,0.5642326362057082
3,Turkic,Southern Uzbek,1,0.5341673671186882
3,Turkic,Southern Uzbek,1,0.5567750958596742
4,Southern 4,Yerava,1,0.6182807906289265
4,Southern 4,Yerava,1,0.635376406873617
4,Southern 4,Yerava,1,0.5415319698490739
4,Southern 4,Yerava,1,0.4935892696612557
4,Southern 4,Yerava,1,0.4866332052593956
4,Southern 4,Yerava,1,0.450208176458309
4,Southern 4,Yerava,1,0.4253784383119338
4,Southern 4,Yerava,1,0.4345122752599003
4,Southern 4,Yerava,1,0.6320760842561651
4,Southern 4,Yerava,1,0.6570306897376708
4,Southern 4,Yerava,1,0.5978388185240718
4,Southern 4,Yerava,1,0.5887707144521207
4,Southern 4,Yerava,1,0.5970684715384057
4,Southern 4,Yerava,1,0.5348762187638342
4,Southern 4,Yerava,1,0.508191297304782
4,Southern 4,Yerava,1,0.5354898323998667
4,Southern 4,Yerava,1,0.6438352442397728
4,Southern 4,Yerava,1,0.6614724123455965
4,Southern 4,Yerava,1,0.619293883023428
4,Southern 4,Yerava,1,0.5827930228718752
4,Southern 4,Yerava,1,0.6353894571505159
4,Southern 4,Yerava,1,0.5642326362057082
4,Southern 4,Yerava,1,0.5341673671186882
4,Southern 4,Yerava,1,0.5567750958596742
4,Southern 4,Kodava,1,0.6182807906289265
4,Southern 4,Kodava,1,0.635376406873617
4,Southern 4,Kodava,1,0.5415319698490739
4,Southern 4,Kodava,1,0.4935892696612557
4,Southern 4,Kodava,1,0.4866332052593956
4,Southern 4,Kodava,1,0.450208176458309
4,Southern 4,Kodava,1,0.4253784383119338
4,Southern 4,Kodava,1,0.4345122752599003
4,Southern 4,Kodava,1,0.6320760842561651
4,Southern 4,Kodava,1,0.6570306897376708
4,Southern 4,Kodava,1,0.5978388185240718
4,Southern 4,Kodava,1,0.5887707144521207
4,Southern 4,Kodava,1,0.5970684715384057
4,Southern 4,Kodava,1,0.5348762187638342
4,Southern 4,Kodava,1,0.508191297304782
4,Southern 4,Kodava,1,0.5354898323998667
4,Southern 4,Kodava,1,0.6438352442397728
4,Southern 4,Kodava,1,0.6614724123455965
4,Southern 4,Kodava,1,0.619293883023428
4,Southern 4,Kodava,1,0.5827930228718752
4,Southern 4,Kodava,1,0.6353894571505159
4,Southern 4,Kodava,1,0.5642326362057082
4,Southern 4,Kodava,1,0.5341673671186882
4,Southern 4,Kodava,1,0.5567750958596742
4,South-Western 4,Konda-Dora,1,0.6182807906289265
4,South-Western 4,Konda-Dora,1,0.635376406873617
4,South-Western 4,Konda-Dora,1,0.5415319698490739
4,South-Western 4,Konda-Dora,1,0.4935892696612557
4,South-Western 4,Konda-Dora,1,0.4866332052593956
4,South-Western 4,Konda-Dora,1,0.450208176458309
4,South-Western 4,Konda-Dora,1,0.4253784383119338
4,South-Western 4,Konda-Dora,1,0.4345122752599003
4,South-Western 4,Konda-Dora,1,0.6320760842561651
4,South-Western 4,Konda-Dora,1,0.6570306897376708
4,South-Western 4,Konda-Dora,1,0.5978388185240718
4,South-Western 4,Konda-Dora,1,0.5887707144521207
4,South-Western 4,Konda-Dora,1,0.5970684715384057
4,South-Western 4,Konda-Dora,1,0.5348762187638342
4,South-Western 4,Konda-Dora,1,0.508191297304782
4,South-Western 4,Konda-Dora,1,0.5354898323998667
4,South-Western 4,Konda-Dora,1,0.6438352442397728
4,South-Western 4,Konda-Dora,1,0.6614724123455965
4,South-Western 4,Konda-Dora,1,0.619293883023428
4,South-Western 4,Konda-Dora,1,0.5827930228718752
4,South-Western 4,Konda-Dora,1,0.6353894571505159
4,South-Western 4,Konda-Dora,1,0.5642326362057082
4,South-Western 4,Konda-Dora,1,0.5341673671186882
4,South-Western 4,Konda-Dora,1,0.5567750958596742
4,Southern 4,Kakkala,1,0.6182807906289265
4,Southern 4,Kakkala,1,0.635376406873617
4,Southern 4,Kakkala,1,0.5415319698490739
4,Southern 4,Kakkala,1,0.4935892696612557
4,Southern 4,Kakkala,1,0.4866332052593956
4,Southern 4,Kakkala,1,0.450208176458309
4,Southern 4,Kakkala,1,0.4253784383119338
4,Southern 4,Kakkala,1,0.4345122752599003
4,Southern 4,Kakkala,1,0.6320760842561651
4,Southern 4,Kakkala,1,0.6570306897376708
4,Southern 4,Kakkala,1,0.5978388185240718
4,Southern 4,Kakkala,1,0.5887707144521207
4,Southern 4,Kakkala,1,0.5970684715384057
4,Southern 4,Kakkala,1,0.5348762187638342
4,Southern 4,Kakkala,1,0.508191297304782
4,Southern 4,Kakkala,1,0.5354898323998667
4,Southern 4,Kakkala,1,0.6438352442397728
4,Southern 4,Kakkala,1,0.6614724123455965
4,Southern 4,Kakkala,1,0.619293883023428
4,Southern 4,Kakkala,1,0.5827930228718752
4,Southern 4,Kakkala,1,0.6353894571505159
4,Southern 4,Kakkala,1,0.5642326362057082
4,Southern 4,Kakkala,1,0.5341673671186882
4,Southern 4,Kakkala,1,0.5567750958596742
4,South-Western 4,Badaga,1,0.6182807906289265
4,South-Western 4,Badaga,1,0.635376406873617
4,South-Western 4,Badaga,1,0.5415319698490739
4,South-Western 4,Badaga,1,0.4935892696612557
4,South-Western 4,Badaga,1,0.4866332052593956
4,South-Western 4,Badaga,1,0.450208176458309
4,South-Western 4,Badaga,1,0.4253784383119338
4,South-Western 4,Badaga,1,0.4345122752599003
4,South-Western 4,Badaga,1,0.6320760842561651
4,South-Western 4,Badaga,1,0.6570306897376708
4,South-Western 4,Badaga,1,0.5978388185240718
4,South-Western 4,Badaga,1,0.5887707144521207
4,South-Western 4,Badaga,1,0.5970684715384057
4,South-Western 4,Badaga,1,0.5348762187638342
4,South-Western 4,Badaga,1,0.508191297304782
4,South-Western 4,Badaga,1,0.5354898323998667
4,South-Western 4,Badaga,1,0.6438352442397728
4,South-Western 4,Badaga,1,0.6614724123455965
4,South-Western 4,Badaga,1,0.619293883023428
4,South-Western 4,Badaga,1,0.5827930228718752
4,South-Western 4,Badaga,1,0.6353894571505159
4,South-Western 4,Badaga,1,0.5642326362057082
4,South-Western 4,Badaga,1,0.5341673671186882
4,South-Western 4,Badaga,1,0.5567750958596742
