stepmother,0.001455431938015899
mother-in-law,0.0021620294779995746
father-in-law,0.002607772286305427
nephew,0.009507780998229782
stepson,0.00041681648200859604
stepdaughter,0.00028111825070312695
father,0.25569027140014916
grandmother,0.011351871434342574
niece,0.00491527572639039
daughter-in-law,0.0012669349847147485
granddaughter,0.0020513685496152466
sister,0.05721282690759969
uncle,0.033981046682226825
son,0.17202915611370537
younger,0.003042319829076569
daughter,0.07722607237362623
son-in-law,0.003592348042941275
grandson,0.007180623370944643
older,0.0011334432689803378
brother,0.09615946044297384
grandfather,0.017014799736895646
aunt,0.020997235530844524
mother,0.21768299611677672
stepfather,0.0010410000549338863
