妈,3.07093400115e-05
母,2.97012288476e-05
父,1.74566950453e-05
爸,8.172124368381141e-05
哥,7.25562409993e-06
弟,1.3993785123e-05
姐,5.44837470513e-06
妹,1.29547778529e-05
爷,3.37625411251e-06
奶,4.18562722184e-06
儿子,5.0170492189452134e-05
女儿,2.0999070847178052e-05
伯,5.06000797284e-08
叔叔,2.1720912421071286e-06
姑夫,1.8335427335684307e-09
舅,3.45303223098e-08
姑,6.62545325363e-09
姑妈,2.439518571201964e-08
伯母,6.290143794117683e-08
表姐,1.6729342313564778e-08
表妹,1.6904215893917685e-07
外甥,1.9693520618177665e-07
外甥女,5.25526549024914e-08
公,7.43602394841e-07
岳父,1.3534967189529754e-08
婆婆,2.4562598655772187e-06
岳母,1.2371377797494784e-07
姐夫,2.3450604952775697e-07
妹夫,5.7340785960863466e-08
弟妇,4.3572533811121946e-09
舅母,6.2928003045e-09
