брат,0.10465437709265986
сын,0.13769874280390515
пасынок,0.0008064856199796845
сестра,0.06804844989997426
дядя,0.03218355664435913
зять,0.007364967502188129
Невестка,0.0035408652528485856
Дед,0.03777570237311983
Тётя,0.01717582329292024
внук,0.007926832632605183
﻿Мать,0.26189265060450345
племянница,0.004131112910283434
племянник,0.007054671758926848
дочь,0.10999903416830589
отец,0.19119763258840528
внучка,0.004433845753101601
свекор,0.00106022395292791
свекровь,0.003055025148985522
