mother,432
father,438
daughter,131
son,146
younger sister,19.5
younger brother,25.5
older sister,19.5
sister,39
brother,51
older brother,25.5
grandmother,21
grandfather,16
granddaughter,2
grandson,3
niece,1
nephew,1.2
aunt,5
uncle,7
