fils,0.2377308183975545
soeur cadette,3.992191340552797e-05
grand frère,0.0007383048420603917
petit-fils,0.006347417194184364
belle-fille,0.0011709314350324314
fille,0.1389750290937208
soeur,0.004376377118095535
neveu,0.015734913149793868
petite-fille,0.00173718786367151
père,0.27561153606326844
grande soeur,3.808450316510618e-05
grand-père,0.009871904109902524
beau-fils,0.0005077933755347491
gendre,0.007917567763272074
mère,0.20211512644639684
grand-mère,0.004977711378597211
frère,0.09086828825358668
frère cadet,0.001241087098757627
