,id,name
0,http://www.wikidata.org/entity/Q7560,आई
1,http://www.wikidata.org/entity/Q7565,वडील
2,http://www.wikidata.org/entity/Q31184,भाऊ
3,http://www.wikidata.org/entity/Q159979,जुळे
4,http://www.wikidata.org/entity/Q11921506,नातू
